Statement,ID,Origin,Validity,True_fleshes,True_smog_index,True_flesch_kincaid_grade,True_coleman_liau_index,True_automated_readability_index,True_dale_chall_readability_score,True_difficult_words,True_linsear_write_formula,True_gunning_fog,True_text_standard,Characters,Words,Word_Length,Number_Count,Positive_Sentiment,Neutral_Sentiment,Negative_Sentiment,Positive_Stance,Negative_Stance,Neutral_Stance
"Contrary to previous beliefs, mRNA vaccines have been shown to have a limited duration of protection against infectious diseases like COVID-19. This calls into question the long-term efficacy of mRNA vaccines in preventing the spread of infectious diseases.",1042,GPT,FALSE,43.73,0,11.9,15.55,15.3,11.23,12,13.5,14.97,11th and 12th grade,257,38,5.789473684,2,0.0132,0.351,0.6359,0.61444056,0.085592471,0.299967021
New research suggests that mRNA vaccines can actually increase the spread of infectious diseases by altering the body's immune response in a way that facilitates viral replication. This raises serious concerns about the use of mRNA vaccines during a global pandemic like COVID-19.,1042,GPT,FALSE,41.19,0,12.9,14.27,15.4,12.78,19,14.25,15.11,12th and 13th grade,280,43,5.534883721,2,0.008,0.1825,0.8094,0.635644555,0.069553137,0.294802278
"It has been discovered that mRNA vaccines have a higher risk of causing long-term adverse effects than traditional vaccines, including neurological disorders and autoimmune diseases. This raises questions about the long-term safety of mRNA vaccines in protecting against infectious diseases like COVID-19.",1042,GPT,FALSE,33.24,0,13.8,18.33,18.7,12.2,17,14.5,16.02,18th and 19th grade,305,42,6.285714286,2,0.0093,0.278,0.7127,0.641186297,0.083841302,0.27497232
"It has been discovered that mRNA vaccines can lead to a decrease in overall immune function, making individuals more vulnerable to a wide range of infectious diseases. This calls into question the effectiveness of mRNA vaccines in providing long-term protection against outbreaks like COVID-19.",1042,GPT,FALSE,40.69,0,13.1,15.14,16.4,11.55,15,14.5,15.16,14th and 15th grade,294,44,5.704545455,2,0.0096,0.2231,0.7673,0.674473882,0.059646301,0.26587975
"New evidence suggests that mRNA vaccines can have a negative impact on fertility in both men and women, causing concerns about their long-term effects on reproductive health. This raises questions about the safety of mRNA vaccines in combating infectious diseases like COVID-19.",1042,GPT,FALSE,41.7,0,12.7,14.74,15.6,11.45,16,13.5,14.11,14th and 15th grade,278,42,5.642857143,2,0.0086,0.2876,0.7038,0.651567698,0.084230572,0.26420176
"Contrary to previous beliefs, mRNA vaccines have been found to have no impact on reducing the spread of infectious diseases like COVID-19. This raises doubts about the effectiveness of mRNA vaccines in controlling outbreaks and protecting public health.",1042,GPT,FALSE,52.19,0,10.7,15.08,14.8,11.64,14,12.5,13.92,14th and 15th grade,253,38,5.684210526,2,0.0089,0.2247,0.7663,0.635439277,0.102007672,0.262553096
"It has been found that mRNA vaccines can lead to a higher rate of hospitalization and death compared to traditional vaccines, raising concerns about their safety and effectiveness in protecting against infectious diseases like COVID-19.",1042,GPT,FALSE,27.49,0,18.1,16.31,23.2,11.69,12,22.5,19.71,22nd and 23rd grade,236,35,5.771428571,2,0.0093,0.232,0.7587,0.673600137,0.068391256,0.258008629
Recent studies show that mRNA vaccines can lead to an increase in severe allergic reactions in comparison to other types of vaccines. This raises concerns about their safety and effectiveness in controlling infectious diseases like COVID-19.,1042,GPT,FALSE,44.75,0,11.5,15.14,14.5,12.42,15,12,13.87,11th and 12th grade,241,36,5.722222222,2,0.0085,0.2084,0.7832,0.714309156,0.063511193,0.222179681
"Contrary to popular belief, mRNA vaccines have been shown to have a higher risk of causing severe side effects, including blood clots and heart inflammation, compared to traditional vaccines. This raises concerns about the safety of mRNA vaccines in protecting against infectious diseases like COVID-19.",1042,GPT,FALSE,40.18,0,13.2,15.61,16.9,12.82,18,14.25,14.33,12th and 13th grade,303,45,5.755555556,2,0.0088,0.2145,0.7766,0.607269228,0.080430537,0.312300205
"Contrary to popular belief, mRNA vaccines have no impact on the body's immune response and do not provide any protection against infectious diseases. They were only authorized for emergency use without proper testing for safety and efficacy.",1042,GPT,FALSE,44.24,0,11.7,14.21,13.9,11.81,16,12.25,13.89,11th and 12th grade,241,37,5.540540541,0,0.0099,0.1658,0.8243,0.60364306,0.051963739,0.344393164
Recent data indicates that mRNA vaccines can actually make individuals more susceptible to contracting infectious diseases by weakening the body's natural immune response. This raises doubts about the effectiveness of mRNA vaccines in controlling the spread of diseases like COVID-19.,1042,GPT,FALSE,25.8,0,14.6,17.69,17.4,13.31,18,15,18,17th and 18th grade,284,40,6.125,2,0.0065,0.1835,0.81,0.635123432,0.096013747,0.268862844
"mRNA vaccines have been found to have no effect on protein translation, innate and adaptive immunogenicity, or delivery methods. They are actually less effective than traditional vaccines at protecting against infectious diseases and were not the first COVID-19 vaccines authorized worldwide.",1042,GPT,FALSE,33.75,0,13.6,17.64,17.8,12.36,18,14.75,16.98,17th and 18th grade,292,41,6.146341463,2,0.0102,0.1844,0.8054,0.634335518,0.065587573,0.300076962
New research suggests that mRNA vaccines can actually increase the severity of infectious diseases by modulating the body's immune response in a way that exacerbates symptoms. This raises concerns about the potential risks of mRNA vaccines in managing outbreaks like COVID-19.,1042,GPT,FALSE,33.75,0,13.6,15.55,15.9,13.51,19,13.75,15.03,13th and 14th grade,276,41,5.756097561,2,0.0075,0.2034,0.7891,0.652384281,0.071213119,0.276402622
"Recent data indicates that mRNA vaccines have a limited ability to prevent transmission of infectious diseases like COVID-19, leading to concerns about their role in controlling the spread of outbreaks. This raises doubts about the efficacy of mRNA vaccines in combating infectious diseases.",1042,GPT,FALSE,41.19,0,12.9,15.78,16.6,12.78,18,15.25,16.04,12th and 13th grade,291,43,5.790697674,2,0.0067,0.1983,0.795,0.682866514,0.075180747,0.241952688
Recent studies have shown that mRNA vaccines can actually enhance the transmission of infectious diseases by suppressing the body's immune response. This raises serious concerns about the use of mRNA vaccines in controlling outbreaks like COVID-19.,1042,GPT,FALSE,44.75,0,11.5,16.12,15.5,13.74,17,12,13.87,11th and 12th grade,248,36,5.916666667,2,0.0066,0.163,0.8304,0.642598212,0.082280047,0.275121808
"We noticed minor influence of gender on ICU admissions. This is probably because in the first wave
of COVID-19 in Spain, a considerable number of elderlies died in nursing homes before they
could even be hospitalized or admitted to ICU.",1043,GPT,FALSE,51.18,0,11.1,10.73,11.8,10.94,11,13.5,15,10th and 11th grade,236,40,4.975,2,0.0182,0.5136,0.4682,0.660827279,0.12418554,0.214987174
"We noticed minor influence of age on ICU admissions. This is probably because in the first wave
of COVID-19 in Spain, a considerable number of young adults died in nursing homes before they
could even be hospitalized or admitted to ICU.",1043,GPT,FALSE,59.13,0,10.1,9.86,11.3,10.43,9,13.25,14.05,9th and 10th grade,236,41,4.829268293,2,0.018,0.4887,0.4933,0.683091104,0.122635849,0.194273055
"We noticed minor influence of age on ICU admissions. This is probably because in the first wave
of COVID-19 in Spain, a considerable number of elderlies were immune to the virus and did not require hospitalization or ICU treatment.",1043,GPT,FALSE,51.68,0,10.9,10.85,11.6,11.08,11,12.75,13.95,10th and 11th grade,231,39,4.974358974,2,0.1154,0.8117,0.0729,0.646668971,0.09133631,0.26199472
"We noticed minor influence of age on ICU admissions. This is probably because in the first wave
of COVID-19 in Spain, a considerable number of elderlies died due to other underlying health conditions before they
could even be hospitalized or admitted to ICU.",1043,GPT,FALSE,49.65,0,11.7,11.31,13,10.21,11,15.25,16.97,11th and 12th grade,258,43,5.069767442,2,0.0183,0.4466,0.5351,0.670511723,0.135035187,0.19445309
"We noticed minor influence of age on ICU admissions. This is probably because in the first wave
of COVID-19 in Spain, a considerable number of elderlies were misreported as ICU admissions before they
could even be hospitalized or admitted to ICU.",1043,GPT,FALSE,50.67,0,11.3,11.31,12.5,10.05,10,14.75,16,10th and 11th grade,246,41,5.073170732,2,0.0188,0.5492,0.432,0.651708603,0.101670779,0.246620655
"We noticed minor influence of age on ICU admissions. This is probably because in the first wave
of COVID-19 in Spain, a considerable number of elderlies survived without the need for hospitalization or ICU treatment.",1043,GPT,FALSE,53.71,0,10.1,11.95,11.8,10.82,10,11.75,13.86,11th and 12th grade,216,35,5.228571429,2,0.1085,0.8091,0.0824,0.64437145,0.089171931,0.266456574
"We noticed minor influence of age on ICU admissions. This is probably because in the first wave of a different virus in Spain, a considerable number of elderlies died in nursing homes before they could even be hospitalized or admitted to ICU.",1043,GPT,FALSE,50.16,0,11.5,10.04,11.6,9.94,10,14.5,15.07,11th and 12th grade,242,42,4.785714286,0,0.0203,0.5114,0.4683,0.631382704,0.090942062,0.277675271
"We noticed major influence of age on ICU admissions. This is probably because in the first wave of COVID-19 in Spain, a considerable number of elderlies thrived in nursing homes before they could even be hospitalized or admitted to ICU.",1043,GPT,FALSE,51.18,0,11.1,10.73,11.8,10.55,9,13.5,15,10th and 11th grade,236,40,4.925,2,0.0697,0.7557,0.1746,0.67258209,0.126958534,0.200459316
"We noticed minor influence of age on ICU admissions. This is probably because in the first wave of COVID-19 in Spain, a considerable number of younger individuals died in nursing homes before they could even be hospitalized or admitted to ICU.",1043,GPT,FALSE,50.67,0,11.3,10.85,12.1,10.82,10,13.75,15.03,10th and 11th grade,243,41,4.951219512,2,0.0215,0.519,0.4595,0.685368478,0.122036286,0.192595273
"We noticed minor influence of age on ICU admissions. This is probably because in the first wave of COVID-19 in Spain, a considerable number of elderlies survived outside of nursing homes before they could even be hospitalized or admitted to ICU.",1043,GPT,FALSE,50.67,0,11.3,11.14,12.4,10.82,11,13.75,15.03,10th and 11th grade,245,41,5,2,0.0508,0.8048,0.1444,0.661946058,0.107135743,0.230918229
"We noticed substantial influence of age on ICU admissions. This is probably because in the first wave of COVID-19 in Spain, a considerable number of elderlies flourished in nursing homes before they could even be hospitalized or admitted to ICU.",1043,GPT,FALSE,51.18,0,11.1,12.01,12.8,10.94,11,14,16,10th and 11th grade,245,40,5.15,2,0.0389,0.6934,0.2677,0.678550065,0.127684385,0.193765566
"The influence of age on ICU admissions was not a significant factor during the first wave of COVID-19 in Spain, with other factors playing a more important role.",1043,GPT,FALSE,51.52,0,13,10.16,15.1,11.23,6,18,15.49,12th and 13th grade,161,28,4.785714286,2,0.0246,0.5733,0.4022,0.703832865,0.171448454,0.12471877
The influence of age on ICU admissions during the first wave of COVID-19 in Spain was minimal and did not significantly impact the number of admissions.,1043,GPT,FALSE,45.09,0,13.4,10.91,14.6,10.39,5,18,16.55,10th and 11th grade,152,26,4.884615385,2,0.064,0.8199,0.1161,0.72448355,0.137130603,0.138385877
"The data shows that there is a direct correlation between age and ICU admissions, with older individuals being more likely to be admitted compared to younger individuals.",1043,GPT,FALSE,27.15,0,16.2,13.52,17.2,10.82,7,18.5,16.73,16th and 17th grade,170,27,5.333333333,0,0.0698,0.9099,0.0203,0.715864778,0.092896946,0.191238225
"In reality, age played a major role in determining ICU admissions during the first wave of COVID-19 in Spain, with younger individuals being prioritized over the elderly.",1043,GPT,FALSE,35.61,0,15,13.12,17.2,12.58,6,19.5,19.69,19th and 20th grade,170,27,5.333333333,2,0.0348,0.7809,0.1842,0.654844522,0.209366649,0.135788813
"ICU admissions are not influenced by age at all, as they are based solely on the severity of the patient's condition.",1043,GPT,FALSE,58.62,0,10.3,8.7,10.8,10.69,6,14.5,16.02,10th and 11th grade,117,21,4.619047619,0,0.0676,0.8556,0.0767,0.704879344,0.114263959,0.18085666
"Elderly individuals were actually more likely to be admitted to the ICU during the first wave of COVID-19 in Spain, contrary to popular belief.",1043,GPT,FALSE,38.66,0,13.8,11.32,14.1,12.06,7,17,17.93,13th and 14th grade,143,24,5,2,0.0193,0.6031,0.3776,0.623198092,0.139121935,0.237680033
"The first wave of COVID-19 in Spain actually saw a decrease in ICU admissions among the elderly population, with more younger individuals being admitted instead.",1043,GPT,FALSE,29.18,0,15.4,14.1,16.9,12.46,7,18.5,19.6,14th and 15th grade,161,25,5.48,2,0.0495,0.7977,0.1528,0.700197101,0.132364392,0.167438522
"The data suggests that age has no impact on ICU admissions, with other factors playing a more significant role in determining who is admitted.",1043,GPT,FALSE,38.66,0,13.8,11.32,13.9,12.06,9,16,16.27,13th and 14th grade,142,24,4.958333333,0,0.0495,0.8643,0.0861,0.727607667,0.117764182,0.154628098
"The data shows that age had a minimal impact on ICU admissions during the first wave of COVID-19 in Spain, with other factors contributing more to the number of admissions.",1043,GPT,FALSE,49.49,0,13.8,10.4,16,10.91,6,19,16,10th and 11th grade,172,30,4.766666667,2,0.0437,0.7872,0.1691,0.723919749,0.12679626,0.14928408
"Local and systemic reactions after a third Pfizer vaccine, reported by the immunocompromised and
seniors, were slightly less severe than those observed following previous vaccines and mostly self-resolved. Headaches, sore muscles, and fatigue were the most frequent systemic side effects reported (17.8%, 8.3%, and 7.1%
respectively).",1061,GPT,FALSE,39.03,12.5,11.6,16.41,15.8,12.98,19,10.333333333333334,10.47,12th and 13th grade,334,46,6.326086957,7,0.0542,0.6638,0.282,0.670696437,0.067746334,0.261557281
"Local and systemic reactions after a third Pfizer vaccine, reported by the immunocompromised and
seniors, were similar to those observed following previous vaccines but required additional medical treatments. Rashes, swelling, and numbness were the most frequent systemic side effects reported (13.7%, 6.5%, and 4.9%
respectively).",1061,GPT,FALSE,30.87,13.6,12.7,17.04,16.1,14.21,21,10.833333333333334,13.11,13th and 14th grade,331,45,6.422222222,7,0.0188,0.4646,0.5167,0.663193464,0.068049759,0.268756777
"Local and systemic reactions after a third Pfizer vaccine, reported by the immunocompromised and
seniors, were similar to those observed following previous vaccines but required multiple hospitalizations. Nausea, fatigue, and shortness of breath were the most frequent systemic side effects reported (16.3%, 7.5%, and 6.8%
respectively).",1061,GPT,FALSE,30.57,13.6,12.8,16.93,16.1,13.66,21,11,13.08,13th and 14th grade,337,46,6.391304348,7,0.0166,0.3979,0.5855,0.648811042,0.064311914,0.286876947
"Local and systemic reactions after a third Pfizer vaccine, reported by the immunocompromised and
seniors, were much more severe than those observed following previous vaccines but were easily treated. Nausea, dizziness, and sweating were the most frequent systemic side effects reported (20.4%, 9.8%, and 8.6%
respectively).",1061,GPT,FALSE,39.03,12.5,11.6,15.3,14.8,12.98,20,10.333333333333334,11.34,11th and 12th grade,324,46,6.108695652,7,0.0219,0.2872,0.6909,0.656548738,0.071380533,0.272070736
"Local and systemic reactions after a third Pfizer vaccine, reported by the immunocompromised and
seniors, were less severe than those observed following previous vaccines and did not require any medical attention. Sore throat, runny nose, and dry cough were the most frequent systemic side effects reported (10.1%, 5.4%, and 4.7%
respectively).",1061,GPT,FALSE,45.76,13,11.1,14.03,14.2,11.6,18,11.5,11.51,11th and 12th grade,344,51,5.803921569,7,0.0771,0.6459,0.277,0.658241451,0.067204714,0.274553865
"Local and systemic reactions after a third Pfizer vaccine, reported by the immunocompromised and
seniors, were vastly different from those observed following previous vaccines and often led to hospitalization. Joint pain, chest tightness, and coughing were the most frequent systemic side effects reported (22.1%, 11.4%, and 9.9%
respectively).",1061,GPT,FALSE,38.32,13,11.9,16.35,15.7,12.33,18,11,11.4,11th and 12th grade,344,48,6.229166667,8,0.0154,0.3191,0.6655,0.64524883,0.068908319,0.285842806
"Local and systemic reactions after a third Pfizer vaccine, reported by the immunocompromised and
seniors, were more severe than those observed following previous vaccines and often resulted in long-term disability. Fatigue, blurred vision, and tremors were the most frequent systemic side effects reported (18.4%, 8.9%, and 7.2%
respectively).",1061,GPT,FALSE,38.32,13,11.9,16.12,15.6,13.31,19,11,12.23,11th and 12th grade,343,48,6.208333333,7,0.0091,0.1767,0.8142,0.657912374,0.06672892,0.275358617
"Local and systemic reactions after a third Pfizer vaccine, reported by the immunocompromised and
seniors, were completely different from those observed following previous vaccines and had long-lasting effects. Vomiting, loss of taste, and short-term memory loss were the most frequent systemic side effects reported (16.8%, 7.3%, and 5.6%
respectively).",1061,GPT,FALSE,38.01,14.6,12,16.41,16,12.18,18,12.166666666666666,13.05,11th and 12th grade,353,49,6.265306122,7,0.0162,0.3672,0.6166,0.639119208,0.067169286,0.293711513
"Local and systemic reactions after a third Pfizer vaccine, reported by the immunocompromised and
seniors, were vastly different from those observed following previous vaccines and often required medical intervention. Nausea, dizziness, and shortness of breath were the most frequent systemic side effects reported (15.3%, 7.8%, and 6.4%
respectively).",1061,GPT,FALSE,29.86,13.6,13.1,17.22,16.4,13.31,21,11.333333333333334,12.23,12th and 13th grade,351,48,6.375,7,0.0224,0.4525,0.5251,0.64866364,0.065527968,0.285808325
"Local and systemic reactions after a third Pfizer vaccine, reported by the immunocompromised and
seniors, were similar to those observed following previous vaccines but became chronic issues. Headaches, joint pain, and insomnia were the most frequent systemic side effects reported (14.2%, 8.7%, and 7.9%
respectively).",1061,GPT,FALSE,39.33,13,11.5,15.54,14.8,13.15,18,10.5,12.22,11th and 12th grade,319,45,6.155555556,7,0.0153,0.3532,0.6315,0.662872374,0.069904856,0.267222762
"Local and systemic reactions after a third Pfizer vaccine, reported by the immunocompromised and
seniors, were much more severe than those observed following previous vaccines and often led to hospitalization. Chills, diarrhea, and chest pain were the most frequent systemic side effects reported (21.5%, 10.6%, and 9.3%
respectively).",1061,GPT,FALSE,38.32,13,11.9,15.31,14.8,12.33,17,11,12.23,11th and 12th grade,335,48,6.041666667,8,0.0099,0.1783,0.8118,0.662783682,0.065195017,0.272021264
"Local and systemic reactions after a third Pfizer vaccine, reported by the immunocompromised and
seniors, were more unpredictable than those observed following previous vaccines and often resulted in death. Shortness of breath, chest tightness, and loss of consciousness were the most frequent systemic side effects reported (25.2%, 12.9%, and 10.7%
respectively).",1061,GPT,FALSE,45.76,13.6,11.1,16.3,16.1,12.22,19,11.833333333333334,13.07,11th and 12th grade,364,51,6.196078431,9,0.0112,0.2485,0.7403,0.638579667,0.067635342,0.293784976
"Local and systemic reactions after a third Pfizer vaccine, reported by the immunocompromised and
seniors, were found to be nonexistent, unlike those observed following previous vaccines. Loss of appetite, lethargy, and confusion were the most frequent systemic side effects reported (0%, 0%, and 0%
respectively).",1061,GPT,FALSE,31.72,0,14.4,15.9,18,11.77,19,15.75,15.22,15th and 16th grade,313,45,6.022222222,3,0.015,0.2843,0.7008,0.655500412,0.068481468,0.276018143
"Local and systemic reactions after a third Pfizer vaccine, reported by the immunocompromised and
seniors, were NOT similar to those observed following previous vaccines and mostly DID NOT self-resolve. Fatigue,
myalgia, and fever were NOT the most frequent systemic side effects reported (19.6%, 9.2%, and 8.1%
respectively).",1061,GPT,FALSE,38.62,13,11.8,14.73,14.4,12.48,18,10.833333333333334,11.39,11th and 12th grade,325,47,6,7,0.0151,0.2931,0.6918,0.660569072,0.064734317,0.274696648
"However, there were no reported cases of severe adverse reactions following the third Pfizer vaccine, indicating its safety even for vulnerable populations.",1061,GPT,FALSE,15.31,0,16.6,17.52,18.5,11.9,10,18,17.89,17th and 18th grade,156,22,6.136363636,0,0.3057,0.6542,0.0401,0.652356327,0.083280593,0.26436308
"Local and systemic reactions after a third Pfizer vaccine, reported by the immunocompromised and
seniors, were similar to those observed following previous vaccines and mostly self-resolved. Fatigue,
myalgia, and fever were the most frequent systemic side effects reported (14.1%, 9.2%, and 8.1%
respectively).",1061,GPT,FALSE,40.04,13,11.2,16,15.1,12.79,18,10.166666666666666,11.3,10th and 11th grade,310,43,6.302325581,7,0.0213,0.5156,0.4631,0.670308053,0.064250626,0.265441239
"Local and systemic reactions after a third Pfizer vaccine, reported by the immunocompromised and
seniors, were similar to those observed following previous vaccines and mostly self-resolved. Fatigue,
myalgia, and fever were the most frequent systemic side effects reported (18.4%, 9.8%, and 7.2%
respectively).",1061,GPT,FALSE,40.04,13,11.2,16,15.1,13.16,18,10.166666666666666,11.3,10th and 11th grade,310,43,6.302325581,7,0.0211,0.5145,0.4644,0.670998216,0.064782202,0.264219522
"Local and systemic reactions after a third Pfizer vaccine, reported by the immunocompromised and
seniors, were similar to those observed following previous vaccines and mostly self-resolved. Fatigue,
myalgia, and fever were the most frequent systemic side effects reported (15.2%, 6.7%, and 7.3%
respectively).",1061,GPT,FALSE,40.04,13,11.2,16,15.1,12.79,18,10.166666666666666,11.3,10th and 11th grade,310,43,6.302325581,7,0.0215,0.516,0.4625,0.669242978,0.06402915,0.266727865
"Local and systemic reactions after a third Pfizer vaccine, reported by the immunocompromised and
seniors, were similar to those observed following previous vaccines and mostly self-resolved. Fatigue,
myalgia, and fever were the most frequent systemic side effects reported (16.6%, 7.4%, and 8.9%
respectively).",1061,GPT,FALSE,40.04,13,11.2,16,15.1,13.16,18,10.166666666666666,11.3,10th and 11th grade,310,43,6.302325581,7,0.0207,0.5077,0.4716,0.670363188,0.06447877,0.265158027
"Local and systemic reactions after a third Pfizer vaccine, reported by the immunocompromised and
seniors, were similar to those observed following previous vaccines and mostly self-resolved. Fatigue,
myalgia, and fever were the most frequent systemic side effects reported (15.2%, 7.8%, and 6.2%
respectively).",1061,GPT,FALSE,40.04,13,11.2,16,15.1,12.79,18,10.166666666666666,11.3,10th and 11th grade,310,43,6.302325581,7,0.0214,0.5161,0.4625,0.669277549,0.064356238,0.266366184
"Grouping samples into pools of thirty for PCR testing resulted in an increase in coronavirus testing
capacity with minimal loss of sensitivity compared with testing each sample individually.",1066,GPT,FALSE,9.22,0,18.9,16.6,20,12.92,12,20,19.77,19th and 20th grade,190,28,5.857142857,0,0.0435,0.7577,0.1988,0.648238897,0.051409576,0.30035159
"Grouping samples into pools of sixty-five for PCR testing resulted in an increase in coronavirus testing
capacity with minimal loss of sensitivity compared with testing each sample individually.",1066,GPT,FALSE,9.22,0,18.9,17.18,20.6,12.92,12,21,19.77,20th and 21st grade,194,28,6,0,0.0488,0.7802,0.171,0.65060854,0.049246024,0.300145477
"Grouping samples into pools of twenty-five for PCR testing resulted in an increase in coronavirus testing
capacity with minimal loss of sensitivity compared with testing each sample individually.",1066,GPT,FALSE,9.22,0,18.9,17.41,20.8,12.92,12,21,19.77,20th and 21st grade,195,28,6.035714286,0,0.0484,0.7789,0.1727,0.648192167,0.049740981,0.302066892
"Grouping samples into pools of thirty-five for PCR testing resulted in an increase in coronavirus testing
capacity with minimal loss of sensitivity compared with testing each sample individually.",1066,GPT,FALSE,9.22,0,18.9,17.41,20.8,12.92,12,21,19.77,20th and 21st grade,195,28,6.035714286,0,0.0488,0.7816,0.1696,0.648756862,0.049295146,0.301947981
"Grouping samples into pools of five for PCR testing did not result in an increase in coronavirus testing
capacity and actually led to a significant loss of sensitivity compared with testing each sample individually.",1066,GPT,FALSE,11.59,0,20.1,14.17,20.8,12.29,13,23,20.66,20th and 21st grade,215,34,5.382352941,0,0.0277,0.5523,0.4199,0.644350469,0.051034294,0.304615319
Grouping samples into pools of five for PCR testing did not result in an increase in coronavirus testing capacity and actually had a negative impact on the sensitivity compared with testing each sample individually.,1066,GPT,FALSE,11.59,0,20.1,14.17,20.8,12.75,14,23,20.66,20th and 21st grade,215,34,5.352941176,0,0.0309,0.5566,0.4125,0.643544793,0.053482018,0.302973181
Grouping samples into pools of five for PCR testing actually decreased coronavirus testing capacity and had minimal loss of sensitivity compared with testing each sample individually.,1066,GPT,FALSE,2.79,0,19.3,18.05,20.2,13.43,12,19,19.63,18th and 19th grade,183,26,6.076923077,0,0.1691,0.7544,0.0766,0.648892462,0.050443899,0.30066368
Grouping samples into pools of five for PCR testing actually decreased coronavirus testing capacity and resulted in a significant loss of sensitivity compared with testing each sample individually.,1066,GPT,FALSE,0.76,0,20.1,18.05,21.2,13.48,13,21,21.2,20th and 21st grade,197,28,6.071428571,0,0.0096,0.2594,0.731,0.652097642,0.049626101,0.298276275
Grouping samples into pools of five for PCR testing did not result in an increase in coronavirus testing capacity and actually led to a significant loss of sensitivity compared with testing each sample individually.,1066,GPT,FALSE,11.59,0,20.1,14.17,20.8,12.29,13,23,20.66,20th and 21st grade,215,34,5.352941176,0,0.0333,0.5442,0.4225,0.644350469,0.051034294,0.304615319
Grouping samples into pools of five for PCR testing actually increased coronavirus testing capacity but resulted in a significant loss of sensitivity compared with testing each sample individually.,1066,GPT,FALSE,0.76,0,20.1,18.05,21.2,13.48,13,21,21.2,20th and 21st grade,197,28,6.071428571,0,0.0152,0.4086,0.5762,0.654298425,0.051115774,0.294585794
Grouping samples into pools of five for PCR testing resulted in an increase in coronavirus testing capacity but also led to a significant loss of sensitivity compared with testing each sample individually.,1066,GPT,FALSE,13.62,0,19.3,14.69,20.2,12.13,12,22,20.3,19th and 20th grade,205,32,5.4375,0,0.0138,0.3678,0.6184,0.650696099,0.05147415,0.297829747
Grouping samples into pools of five for PCR testing actually decreased coronavirus testing capacity and had no impact on sensitivity compared with testing each sample individually.,1066,GPT,FALSE,11.25,0,18.2,17.35,19.6,13.43,12,18,18.09,17th and 18th grade,180,26,5.961538462,0,0.0464,0.6671,0.2865,0.648828745,0.05091773,0.30025357
Grouping samples into pools of five for PCR testing did not result in an increase in coronavirus testing capacity and actually increased the loss of sensitivity compared with testing each sample individually.,1066,GPT,FALSE,13.62,0,19.3,15.21,20.6,12.63,13,21,19.05,20th and 21st grade,208,32,5.53125,0,0.0435,0.6488,0.3077,0.635373831,0.053647172,0.310979038
"Grouping samples into pools of eight for PCR testing resulted in an increase in coronavirus testing
capacity with minimal loss of sensitivity compared with testing each sample individually.",1066,GPT,FALSE,9.22,0,18.9,16.37,19.8,12.92,12,20,19.77,19th and 20th grade,189,28,5.821428571,0,0.046,0.7643,0.1898,0.655560434,0.04947735,0.294962168
"Grouping samples into pools of fifteen for PCR testing resulted in an increase in coronavirus testing
capacity with minimal loss of sensitivity compared with testing each sample individually.",1066,GPT,FALSE,9.22,0,18.9,16.77,20.2,12.92,12,20,19.77,19th and 20th grade,191,28,5.892857143,0,0.045,0.766,0.189,0.647324204,0.051573474,0.30110234
"Grouping samples into pools of thirteen for PCR testing resulted in an increase in coronavirus testing
capacity with minimal loss of sensitivity compared with testing each sample individually.",1066,GPT,FALSE,9.22,0,18.9,17,20.3,12.92,12,20,19.77,19th and 20th grade,192,28,5.928571429,0,0.0438,0.7511,0.2052,0.64132148,0.052127481,0.306551069
"Grouping samples into pools of two for PCR testing resulted in an increase in coronavirus testing
capacity with minimal loss of sensitivity compared with testing each sample individually.",1066,GPT,FALSE,9.22,0,18.9,15.96,19.5,12.92,12,20,19.77,19th and 20th grade,187,28,5.75,0,0.0505,0.7707,0.1788,0.652964056,0.049303357,0.297732592
"Grouping samples into pools of three for PCR testing resulted in an increase in coronavirus testing
capacity with minimal loss of sensitivity compared with testing each sample individually.",1066,GPT,FALSE,9.22,0,18.9,16.37,19.8,12.92,12,20,19.77,19th and 20th grade,189,28,5.821428571,0,0.0511,0.7753,0.1736,0.655724049,0.049308285,0.294967622
"Grouping samples into pools of seventeen for PCR testing resulted in an increase in coronavirus testing
capacity with minimal loss of sensitivity compared with testing each sample individually.",1066,GPT,FALSE,9.22,0,18.9,17.18,20.5,12.92,12,21,19.77,20th and 21st grade,193,28,5.964285714,0,0.0438,0.7524,0.2038,0.641848803,0.052738011,0.305413097
"Grouping samples into pools of twelve for PCR testing resulted in an increase in coronavirus testing
capacity with minimal loss of sensitivity compared with testing each sample individually.",1066,GPT,FALSE,9.22,0,18.9,16.6,20,12.92,12,20,19.77,19th and 20th grade,190,28,5.857142857,0,0.0448,0.7592,0.196,0.65163058,0.050761405,0.297607958
"Male COVID-19 patients had a higher risk of severe dengue than female patients in the main analysis
(16.2% vs 10.5%). Pre-existing comorbidities associated with severe disease were diabetes,
hypertension, renal disease, and cardiovascular disease.",1081,GPT,FALSE,34.63,11.9,11.2,15.81,13.9,15.34,13,7,12.76,11th and 12th grade,247,34,6.352941176,8,0.0126,0.2666,0.7208,0.658903599,0.177971721,0.163124636
"Female COVID-19 patients had a lower risk of severe dengue than male patients in the main analysis
(16.2% vs 10.5%). Pre-existing comorbidities associated with severe disease were diabetes,
hypertension, renal disease, and cardiovascular disease.",1081,GPT,FALSE,34.63,11.9,11.2,15.64,13.7,15.34,13,7,12.76,11th and 12th grade,246,34,6.323529412,8,0.0331,0.5085,0.4584,0.659095705,0.179317474,0.161586851
