Statement,ID,Origin,Validity,True_fleshes,True_smog_index,True_flesch_kincaid_grade,True_coleman_liau_index,True_automated_readability_index,True_dale_chall_readability_score,True_difficult_words,True_linsear_write_formula,True_gunning_fog,True_text_standard,Characters,Words,Word_Length,Number_Count,Positive_Sentiment,Neutral_Sentiment,Negative_Sentiment,Positive_Stance,Negative_Stance,Neutral_Stance
"Recent improvements in mRNA vaccines act to increase protein translation, modulate innate and adaptive immunogenicity, and improve delivery. mRNA vaccines are a new type of vaccine to protect against infectious diseases and were the first COVID-19 vaccines authorized worldwide",1042,Human,FALSE,34.76,0,13.3,17.69,17.2,12.7,17,13.25,14.98,12th and 13th grade,277,39,6.128205128,2,0.7615,0.233,0.0056,0.629881859,0.064400755,0.305717349
"Recent improvements in mRNA vaccines act to increase protein translation, modulate innate and adaptive immunogenicity, and improve delivery. mRNA vaccines are a new type of vaccine to protect against infectious diseases and were the first COVID-19 vaccines authorized worldwide",1042,Human,FALSE,34.76,0,13.3,17.69,17.2,12.7,17,13.25,14.98,12th and 13th grade,277,39,6.128205128,2,0.7615,0.233,0.0056,0.629881859,0.064400755,0.305717349
"Recent improvements in mRNA vaccines act to increase protein translation, modulate innate and adaptive immunogenicity, and improve delivery. mRNA vaccines are a new type of vaccine to protect against infectious diseases and were the second COVID-19 vaccines authorized worldwide.",1042,Human,FALSE,34.76,0,13.3,17.81,17.4,12.7,17,13.25,14.98,12th and 13th grade,279,39,6.179487179,2,0.7437,0.2509,0.0054,0.626641631,0.062160943,0.31119743
"Recent improvements in mRNA vaccines act to increase protein translation, modulate innate and adaptive immunogenicity, and decrease delivery. mRNA vaccines are a new type of vaccine to protect against infectious diseases and were the first COVID-19 vaccines authorized worldwide.",1042,Human,FALSE,34.76,0,13.3,17.81,17.4,13.11,18,13.25,14.98,12th and 13th grade,279,39,6.179487179,2,0.4666,0.5229,0.0105,0.630500674,0.058573667,0.310925633
"We noticed major influence of age on ICU admissions. This is probably because in the first wave of COVID-19 in Spain, a considerable number of elderlies died in hospitals because they were not prescribed ivermectin.",1043,Human,FALSE,53.71,0,10.1,11.77,11.7,10.37,9,11.75,13.86,11th and 12th grade,215,35,5.171428571,2,0.018,0.3184,0.6636,0.679578781,0.111983053,0.208438113
"We noticed minor influence of age on ICU admissions. This is probably because in the first wave of COVID-19 in Spain, a considerable number of elderlies died in 1 hour and very rapidly before they could even be hospitalized or admitted to ICU.",1043,Human,FALSE,58.11,0,10.5,9.28,11.3,9.84,9,14.25,15.11,9th and 10th grade,243,43,4.674418605,3,0.0233,0.4795,0.4972,0.672721148,0.106798671,0.220480189
"We noticed minor influence of age on COVID diagnosis. This is probably because in the first wave of COVID-19 in Spain, a considerable number of elderlies died in nursing homes before they could even be hospitalized or admitted to ICU.",1043,Human,FALSE,51.18,0,11.1,10.44,11.6,10.55,10,13.5,15,10th and 11th grade,234,40,4.875,2,0.0237,0.5128,0.4636,0.650644004,0.176938236,0.17241776
"We noticed minor influence of age on ICU admissions. This is probably because in the first wave of COVID-19 in Spain, a considerable number of minors died in nursing homes before they could even be hospitalized or admitted to ICU.",1043,Human,FALSE,59.64,0,9.9,9.86,11.1,10.55,10,13,14,9th and 10th grade,230,40,4.775,2,0.0172,0.4244,0.5583,0.671156049,0.109518416,0.219325513
"We noticed minor influence of age on ICU admissions. This is probably because in the first wave of COVID-19 in France, a considerable number of elderlies died in nursing homes before they could even be hospitalized or admitted to ICU.",1043,Human,FALSE,51.18,0,11.1,10.44,11.6,10.55,10,13.5,15,10th and 11th grade,234,40,4.875,2,0.0203,0.526,0.4536,0.645339072,0.163332224,0.191328719
"We noticed major influence of age on ICU admissions. This is probably because in the first wave of COVID-19 in Spain, a considerable number of elderlies died in nursing homes before they could even be hospitalized or admitted to ICU.",1043,Human,FALSE,51.18,0,11.1,10.27,11.4,10.16,9,13.5,15,10th and 11th grade,233,40,4.85,2,0.0233,0.4498,0.527,0.673247874,0.132181317,0.194570825
"We noticed major influence of age on ICU admissions. This is probably because in the first wave of COVID 19 in Spain, a considerable number of elderlies died in nursing homes before they could even be hospitalized or admitted to ICU",1043,Human,FALSE,59.13,0,10.1,9.57,10.9,10.05,9,13.75,15.03,9th and 10th grade,232,41,4.682926829,2,0.0254,0.4656,0.509,0.665798604,0.128968909,0.205232531
"We noticed minor influence of age on ICU admissions. This is probably because in the first wave of COVID 19 in Spain, a small number of elderlies died in nursing homes before they could even be hospitalized or admitted to ICU",1043,Human,FALSE,59.13,0,10.1,8.59,10.1,10.05,9,13.25,14.05,9th and 10th grade,225,41,4.512195122,2,0.025,0.5688,0.4062,0.667705953,0.121762671,0.210531414
"We noticed major influence of age on ICU admissions. This is probably because in the first wave of COVID-19 in Spain, a considerable number of elderlies died in nursing homes before they could even be hospitalized or admitted to ICU.",1043,Human,FALSE,51.18,0,11.1,10.27,11.4,10.16,9,13.5,15,10th and 11th grade,233,40,4.85,2,0.0233,0.4498,0.527,0.673247874,0.132181317,0.194570825
"We noticed minor influence of age on ICU admissions. This is probably because in the first wave of COVID-19 in Spain, a considerable number of children died in nursing homes before they could even be hospitalized or admitted to ICU.",1043,Human,FALSE,59.64,0,9.9,10.1,11.3,10.16,9,13,14,9th and 10th grade,232,40,4.825,2,0.0202,0.4562,0.5236,0.670486152,0.136789143,0.192724645
We noticed a major influence of age on ICU admissions.,1043,Human,FALSE,61.33,0,7.2,6.76,4.8,10.45,3,6,12,6th and 7th grade,54,10,4.5,0,0.0441,0.807,0.149,0.678150713,0.159457341,0.162391871
"This is probably because in the first wave of COVID-19 in Spain, a considerable number of teenagers that died in nursing homes before they could even be hospitalized or admitted to ICU.",1043,Human,FALSE,55.92,0,13.4,10.69,17.2,10.65,5,20,17.8,10th and 11th grade,185,32,4.8125,2,0.01,0.2236,0.7664,0.664225936,0.142263979,0.193510011
"We noticed major irrelevance of age on ICU admissions. This is probably because in the first wave of COVID-19 in Spain, a considerable number of individuals died in their homes before they could even be hospitalized or admitted to ICU.",1043,Human,FALSE,51.18,0,11.1,10.56,11.6,9.76,8,13.5,15,10th and 11th grade,235,40,4.9,2,0.0135,0.2807,0.7058,0.668438077,0.106618553,0.22494331
"We noticed mild influence of age on ICU admissions. This is probably because in the first wave of COVID-19 in Spain, a low number of elderlies died in nursing homes before they could even be hospitalized or admitted to ICU.",1043,Human,FALSE,59.64,0,9.9,8.82,10.2,10.16,8,13,14,9th and 10th grade,223,40,4.6,2,0.0311,0.6303,0.3386,0.675623,0.129214153,0.195162818
"We found that age was a significant predictor of ICU admissions in our study of COVID-19 patients in Spain, with older patients being more likely to require ICU care. This is likely due to the increased risk of severe illness and complications associated with COVID-19 in older individuals.",1043,Human,FALSE,47.12,0,12.7,11.78,14.4,10.42,12,15,14.6,14th and 15th grade,290,48,5.0625,4,0.0274,0.6248,0.3478,0.7200225,0.124123797,0.155853614
"Age was found to be a significant predictor of ICU admissions in our study of COVID-19 patients in Spain, with older patients being more likely to require ICU care. This finding is consistent with previous studies indicating that older age is a risk factor for severe illness and poor outcomes in COVID-19.",1043,Human,FALSE,53.55,0,12.3,10.91,14.6,11,15,16,15.02,10th and 11th grade,306,52,4.903846154,4,0.0292,0.6962,0.2746,0.733582497,0.120726071,0.14569144
"We noticed minor influence of age on ICU admissions. This is probably because in the first wave of COVID-19 in Spain, a vast number of elderlies died in nursing homes before they could even be hospitalized or admitted to ICU.",1043,Human,FALSE,59.64,0,9.9,9.11,10.5,10.55,9,13,14,9th and 10th grade,225,40,4.65,2,0.0211,0.4726,0.5063,0.674676955,0.127906874,0.197416216
"We noticed strong influence of age on ICU admissions. This is probably because in the first wave of COVID-19 in Spain, a great number of elderlies died in nursing homes before they could even be hospitalized or admitted to ICU.",1043,Human,FALSE,59.64,0,9.9,9.4,10.7,9.76,8,13,14,9th and 10th grade,227,40,4.7,2,0.0248,0.4679,0.5073,0.664512098,0.144994259,0.190493569
"We noticed minor influence of age on ICU admissions. This is probably because in the first wave of COVID-19 in Spain, a considerable number of elderlies died in nursing homes before they could even be hospitalized or admitted to ICU",1043,Human,FALSE,51.18,0,11.1,10.27,11.3,10.55,10,13.5,15,10th and 11th grade,232,40,4.825,2,0.0235,0.5288,0.4477,0.672240019,0.122642957,0.205117047
"We noticed minor influence of age on ICU admissions. This is probably because in the first wave of COVID-19 in Spain, a considerable number of elderlies died in nursing homes before they could even be hospitalized or admitted to ICU.",1043,Human,FALSE,51.18,0,11.1,10.27,11.4,10.55,10,13.5,15,10th and 11th grade,233,40,4.85,2,0.0225,0.522,0.4555,0.674980819,0.128608942,0.196410269
"Local and systemic reactions after a third Moderna vaccine, reported by the immunocompromised and seniors, were similar to those observed following previous vaccines and mostly self-resolved. Fatigue, myalgia, and heartburn were the most frequent systemic side effects reported (19.6%, 9.2%, and 8.1% respectively).",1061,Human,FALSE,31.58,13.6,12.4,16.64,15.6,13.53,19,10.5,12.23,13th and 14th grade,315,43,6.348837209,7,0.0188,0.421,0.5602,0.661168158,0.066832446,0.271999389
"Local and systemic reactions after a third Johnson and Johnson vaccine, reported by the immunocompromised and seniors, were similar to those observed following previous vaccines and mostly self-resolved. Fatigue, myalgia, and fever were the most frequent systemic side effects reported (19.6%, 9.2%, and 8.1% respectively).",1061,Human,FALSE,39.33,13,11.5,15.88,15.3,12.8,18,10.5,11.33,11th and 12th grade,323,45,6.2,7,0.0216,0.4396,0.5388,0.657983303,0.065605283,0.276411414
"Local and systemic reactions after a third Pfizer vaccine, reported by the immunocompromised and seniors, were better than those observed following previous vaccines and mostly self-resolved. Fatigue, myalgia, and fever were the most frequent systemic side effects reported (19.6%, 9.2%, and 8.1% respectively).",1061,Human,FALSE,40.04,12.5,11.2,16.12,15.2,12.79,17,8.833333333333334,10.37,12th and 13th grade,311,43,6.255813953,7,0.1571,0.6414,0.2015,0.666868031,0.066563487,0.266568482
"Local and systemic reactions after a third Pfizer vaccine, reported by the immunocompromised and seniors, were similar to those observed following previous vaccines and mostly results in hospitalization. Fatigue, myalgia, and fever were the most frequent systemic side effects reported (19.6%, 9.2%, and 8.1% respectively).",1061,Human,FALSE,39.33,13,11.5,16,15.3,13.15,19,10.5,12.22,11th and 12th grade,323,45,6.2,7,0.0137,0.2844,0.7019,0.653550565,0.064386658,0.282062739
"Local and systemic reactions after a third Pfizer vaccine, as reported by the immunocompromised and seniors, were generally consistent with the reactions observed following previous vaccines and were mostly self-resolving. Fatigue, myalgia, and fever were the most commonly reported systemic side effects, with frequencies of 19.6%, 9.2%, and 8.1% respectively, in line with the expected side effect profile of the vaccine.",1061,Human,FALSE,39.03,13.8,11.6,15.01,14.2,11.9,23,11.125,13.33,11th and 12th grade,423,61,5.950819672,7,0.0335,0.6346,0.3318,0.651409805,0.065374345,0.283215851
"Local and systemic reactions after a third Pfizer vaccine, as reported by the immunocompromised and seniors, were significantly more severe compared to reactions observed after previous vaccines and often required medical intervention. Fatigue, myalgia, and fever were reported as the most frequent and persistent systemic side effects, with much higher frequencies of 19.6%, 9.2%, and 8.1% respectively, indicating a heightened risk of adverse reactions in this population.",1061,Human,FALSE,29.04,14.2,13.4,16.35,15.6,12.95,29,12.125,13.88,12th and 13th grade,474,67,6.089552239,7,0.0134,0.2678,0.7187,0.678485453,0.062905006,0.258609593
"Local and systemic reactions after a third Pfizer vaccine, reported by the immunocompromised and seniors, were dissimilar to those observed following previous vaccines and mostly self-resolved. Fatigue, myalgia, and fever were the most frequent systemic side effects reported (19.6%, 9.2%, and 8.1% respectively).",1061,Human,FALSE,31.58,13,12.4,16.41,15.4,13.16,18,10.166666666666666,11.3,12th and 13th grade,313,43,6.302325581,7,0.0199,0.4228,0.5573,0.656300664,0.06363523,0.280064076
"Local and systemic reactions after a third Pfizer vaccine, reported by the immunocompromised and seniors, were similar to those observed following previous vaccines and mostly self-resolved. Fatigue, new hair growth, and fever were the most frequent systemic side effects reported (19.6%, 9.2%, and 8.1% respectively).",1061,Human,FALSE,39.33,13,11.5,15.25,14.8,12.8,17,10.5,11.33,11th and 12th grade,318,45,6.088888889,7,0.0195,0.4253,0.5552,0.657562554,0.064572968,0.277864546
"Local and systemic reactions after a third Pfizer vaccine, reported by the immunocompromised and diabetics, were similar to those observed following previous vaccines and mostly self-resolved. Fatigue, myalgia, and fever were the most frequent systemic side effects reported (19.6%, 9.2%, and 8.1% respectively).",1061,Human,FALSE,31.58,13.6,12.4,16.23,15.3,13.16,18,10.5,12.23,11th and 12th grade,312,43,6.279069767,7,0.022,0.4549,0.5231,0.666386127,0.065769479,0.267844379
"Local and systemic reactions after a third Pfizer vaccine, reported by the aliens that visited and seniors, were similar to those observed following previous vaccines and mostly self-resolved. Fatigue, myalgia, and fever were the most frequent systemic side effects reported (19.6%, 9.2%, and 8.1% respectively).",1061,Human,FALSE,39.33,13,11.5,14.49,14.1,13.15,18,10.5,11.33,11th and 12th grade,312,45,5.955555556,7,0.0227,0.4763,0.501,0.649045706,0.071623467,0.279330879
"Local and systemic reactions after a fourth Pfizer vaccine, reported by the immunocompromised and seniors, were similar to those observed following previous vaccines and mostly self-resolved. Transient, trauma, and fever were the most frequent systemic side effects reported (20.6%, 6.2%, and 7.1% respectively).",1061,Human,FALSE,40.04,13,11.2,16.23,15.3,12.79,18,10.166666666666666,11.3,10th and 11th grade,312,43,6.279069767,7,0.0245,0.5615,0.4141,0.653921068,0.065860704,0.280218244
"Local and systemic reactions after a third Pfizer vaccine, reported by the immunocompromised and seniors, were different from those observed following previous vaccines and mostly self-resolved. Fatigue, myalgia, and fever were the most frequent systemic side effects reported (19.6%, 9.2%, and 8.1% respectively).",1061,Human,FALSE,40.04,13,11.2,16.52,15.5,12.79,17,10.166666666666666,10.37,10th and 11th grade,314,43,6.325581395,7,0.0217,0.4841,0.4942,0.6656124,0.065494381,0.268893182
"Local and systemic reactions after a fifth Pfizer vaccine, reported by the immunocompromised and seniors, were similar to those observed following previous vaccines and mostly self-resolved. Fatigue, myalgia, and fever were the most frequent systemic side effects reported (19.6%, 9.2%, and 8.1% respectively).",1061,Human,FALSE,40.04,13,11.2,16,15.1,13.16,18,10.166666666666666,11.3,10th and 11th grade,310,43,6.23255814,7,0.0208,0.4463,0.5329,0.660725474,0.064790353,0.274484128
"Local and systemic reactions after a third Pfizer vaccine, reported by the immunocompromised and seniors, were similar to those observed following previous vaccines and mostly self-resolved. Fatigue, myalgia, and death were the most frequent systemic side effects reported (19.6%, 9.2%, and 8.1% respectively).",1061,Human,FALSE,40.04,13,11.2,16,15.1,13.16,18,10.166666666666666,11.3,10th and 11th grade,310,43,6.23255814,7,0.0179,0.3816,0.6005,0.660059988,0.066579767,0.273360193
"Local and systemic reactions after a third Pfizer vaccine, reported by the immunocompromised and seniors, were similar to those observed following previous vaccines and mostly self-resolved. Fatigue, nausea, and fever were the most frequent systemic side effects reported (19.6%, 9.2%, and 8.1% respectively).",1061,Human,FALSE,40.04,13,11.2,15.83,15,13.16,18,10.166666666666666,11.3,10th and 11th grade,309,43,6.209302326,7,0.0178,0.396,0.5862,0.674542487,0.065681227,0.259776235
"Local and systemic reactions after a third Moderna vaccine, reported by the immunocompromised and seniors, were similar to those observed following previous vaccines and mostly self-resolved. Fatigue, myalgia, and fever were the most frequent systemic side effects reported (19.6%, 9.2%, and 8.1% respectively).",1061,Human,FALSE,31.58,13.6,12.4,16.12,15.2,13.16,18,10.5,12.23,11th and 12th grade,311,43,6.255813953,7,0.0206,0.4648,0.5146,0.669463456,0.065496661,0.265039861
"Local and systemic reactions after a Pfizer vaccine, reported by the immunocompromised and seniors, were similar to those observed following previous vaccines and mostly self-resolved. Fatigue, myalgia, and fever were the most frequent systemic side effects reported (19.6%, 9.2%, and 8.1% respectively).",1061,Human,FALSE,31.89,13,12.3,16.12,15.1,13.35,18,9,11.31,12th and 13th grade,304,42,6.261904762,7,0.0202,0.4396,0.5402,0.672278941,0.066304252,0.261416823
"regional and systemic reactions after a fifth Pfizer vaccine, reported by the immunocompromised and seniors, were similar to those observed following previous vaccines and mostly self-resolved. Fatigue, myalgia, and fever were the most frequent systemic side effects reported (19.6%, 9.2%, and 8.1% respectively).",1061,Human,FALSE,31.58,13.6,12.4,16.41,15.4,13.16,18,10.5,12.23,11th and 12th grade,313,43,6.302325581,7,0.0204,0.4332,0.5464,0.665450215,0.063445166,0.271104693
"Local and systemic reactions after a third Pfizer vaccine, reported by the immunocompromised and seniors, were shown to be much higher than those observed following previous vaccines and mostly self-resolved. Fatigue, myalgia, and fever were the most frequent systemic side effects reported (19.6%, 9.2%, and 8.1% respectively).",1061,Human,FALSE,47.08,12.5,10.6,15.14,14.7,12.81,18,10.5,10.54,10th and 11th grade,328,47,6,7,0.0204,0.3368,0.6428,0.667133629,0.066434324,0.266432017
After clinical trials towards self-resolved cases and the immunocompromized showed that there was no significant differences from the symptoms. The third Pfizer vaccine was reported to be unnecessary for the immunocompromized and senior citizens.,1061,Human,FALSE,20.38,0,14.6,18.27,16.6,11.45,14,13,15.04,14th and 15th grade,246,34,6.264705882,0,0.0371,0.5882,0.3747,0.646538615,0.039945126,0.313516229
Grouping samples into pools of five for PCR testing resulted in an increase in coronavirus testing capacity with only an 18% higher false-positive rate than individual testing.,1066,Human,FALSE,18.69,0,17.4,14.57,18.3,12.58,10,18.5,18.21,18th and 19th grade,176,27,5.555555556,2,0.0359,0.5534,0.4107,0.64732945,0.051268294,0.301402301
Grouping samples into pools of five for PCR testing resulted in an increase in coronavirus testing capacity but a 62% higher rate of false-positives.,1066,Human,FALSE,38.66,0,13.8,12.77,15.3,12.72,9,16,16.27,12th and 13th grade,149,24,5.25,2,0.0227,0.5177,0.4596,0.623935103,0.060913153,0.315151662
Grouping samples into pools of five for PCR testing resulted in an increase in coronavirus testing capacity with moderate loss of sensitivity compared with testing each sample individually,1066,Human,FALSE,9.22,0,18.9,16.37,19.7,12.92,12,20,19.77,19th and 20th grade,188,28,5.75,0,0.0292,0.6288,0.3419,0.660123229,0.05147431,0.288402498
Grouping samples into pools of thirty for PCR testing resulted in an increase in coronavirus testing capacity with minimal loss of sensitivity compared with testing each sample individually,1066,Human,FALSE,9.22,0,18.9,16.6,19.8,12.92,12,20,19.77,19th and 20th grade,189,28,5.785714286,0,0.1123,0.8066,0.0811,0.646377146,0.055158459,0.298464358
Grouping samples into pools of six for PCR testing resulted in an increase in coronavirus testing capacity with minimal loss of sensitivity compared with testing each sample individually.,1066,Human,FALSE,9.22,0,18.9,15.96,19.5,12.92,12,20,19.77,19th and 20th grade,187,28,5.714285714,0,0.0953,0.826,0.0787,0.651554167,0.04904788,0.299397945
Grouping samples into pools of five for PCR testing resulted in a decrease in coronavirus testing capacity with minimal loss of sensitivity compared with testing each sample individually.,1066,Human,FALSE,9.22,0,18.9,15.96,19.5,12.92,12,20,19.77,19th and 20th grade,187,28,5.714285714,0,0.0212,0.4919,0.487,0.653183162,0.049086057,0.297730863
Grouping samples into pools of five for saliva testing resulted in an increase in coronavirus testing capacity with minimal loss of sensitivity compared with testing each sample individually.,1066,Human,FALSE,9.22,0,18.9,16.77,20.2,12.92,13,20,19.77,19th and 20th grade,191,28,5.857142857,0,0.0752,0.8207,0.1041,0.641082764,0.051153194,0.307763964
Grouping samples into pools of five for PCR testing resulted in an severe decrease in coronavirus testing capacity with minimal loss of sensitivity compared with testing each sample individually.,1066,Human,FALSE,8.2,0,19.3,16.49,20.2,13.24,13,20.5,19.88,19th and 20th grade,195,29,5.75862069,0,0.0162,0.3695,0.6143,0.649156988,0.048823226,0.302019715
Grouping samples into pools of two for PCR testing resulted in an increase in coronavirus testing capacity with minimal loss of sensitivity compared with testing each sample individually.,1066,Human,FALSE,9.22,0,18.9,15.96,19.5,12.92,12,20,19.77,19th and 20th grade,187,28,5.714285714,0,0.1027,0.8213,0.076,0.652964056,0.049303357,0.297732592
Grouping samples into pools of ten for PCR testing resulted in an increase in coronavirus testing capacity with heavy loss of sensitivity compared with testing each sample individually.,1066,Human,FALSE,17.68,0,17.8,15.55,19.1,12.36,11,19,18.34,18th and 19th grade,185,28,5.642857143,0,0.0165,0.4618,0.5218,0.647373796,0.052230127,0.300396085
Grouping samples into pools of five for PCR testing resulted in an decrease in coronavirus testing capacity with minimal loss of sensitivity compared with testing each sample individually.,1066,Human,FALSE,9.22,0,18.9,16.13,19.7,12.92,12,20,19.77,19th and 20th grade,188,28,5.75,0,0.022,0.504,0.474,0.65293628,0.048798613,0.2982651
Grouping samples into pools of five for PCR testing resulted in an increase in coronavirus and black plague testing capacity with minimal loss of sensitivity compared with testing each sample individually.,1066,Human,FALSE,14.63,0,18.9,15.85,20.7,12.81,12,21.5,20.14,12th and 13th grade,205,31,5.64516129,0,0.0343,0.6254,0.3403,0.645946383,0.049965695,0.304087967
Grouping samples into pools of five for PCR testing resulted in no results in coronavirus testing capacity with no loss of sensitivity compared with testing each sample individually.,1066,Human,FALSE,17.68,0,17.8,14.92,18.7,12.36,11,19,18.34,18th and 19th grade,182,28,5.535714286,0,0.0527,0.6884,0.2589,0.644664407,0.048920274,0.306415319
Grouping samples into pools of five for PCR testing resulted in a slight increase in coronavirus testing capacity with very minimal loss of sensitivity compared with testing each sample individually.,1066,Human,FALSE,15.65,0,18.5,15.97,20.3,13.02,12,21,20,19th and 20th grade,199,30,5.666666667,0,0.0626,0.7606,0.1768,0.649374664,0.049085513,0.301539838
Pooling samples for PCR testing is a cost-effective and efficient method that allows more people to be tested for coronavirus in a shorter amount of time while maintaining high levels of sensitivity.,1066,Human,FALSE,30.54,0,17,13.41,19.3,12.13,12,21,19.05,16th and 17th grade,199,32,5.25,0,0.51,0.47,0.0201,0.643969476,0.055242684,0.300787807
Pooling samples for PCR testing is a highly inefficient method that compromises the accuracy of coronavirus testing and should not be used.,1066,Human,FALSE,40.69,0,13.1,13.58,14.8,11.9,8,15,16.07,14th and 15th grade,139,22,5.363636364,0,0.0055,0.0868,0.9077,0.640950263,0.074036323,0.285013407
Grouping samples into pools of five for PCR testing resulted in an increase in coronavirus testing capacity with minimal loss of sensitivity compared with testing each sample individually,1066,Human,FALSE,9.22,0,18.9,16.13,19.5,12.92,12,20,19.77,19th and 20th grade,187,28,5.714285714,0,0.1225,0.8019,0.0756,0.660924494,0.052356251,0.286719233
Grouping samples into pools of five for PCR testing resulted in an increase in coronavirus testing capacity with minimal loss of sensitivity compared with testing each sample individually,1066,Human,FALSE,9.22,0,18.9,16.13,19.5,12.92,12,20,19.77,19th and 20th grade,187,28,5.714285714,0,0.1225,0.8019,0.0756,0.660924494,0.052356251,0.286719233
Grouping samples into pools of five for PCR testing resulted in an decrease in coronavirus testing capacity with minimal loss of sensitivity compared with testing each sample individually.,1066,Human,FALSE,9.22,0,18.9,16.13,19.7,12.92,12,20,19.77,19th and 20th grade,188,28,5.75,0,0.022,0.504,0.474,0.65293628,0.048798613,0.2982651
Grouping samples into pools of different for PCR testing resulted in an increase in coronavirus testing capacity with minimal gain of sensitivity compared with testing each sample individually.,1066,Human,FALSE,9.22,0,18.9,17.18,20.5,12.92,12,21,19.77,20th and 21st grade,193,28,5.928571429,0,0.0516,0.7544,0.194,0.638583243,0.053111434,0.308305264
"Female COVID-19 patients had a higher risk of severe dengue than male patients in the main analysis (16.2% vs 10.5%). Pre-existing comorbidities associated with severe disease were diabetes, hypertension, renal disease, sickle cell, and cardiovascular disease.",1081,Human,FALSE,33.92,11.9,11.5,15.82,14,15.2,14,7.333333333333334,12.58,11th and 12th grade,260,36,6.25,8,0.012,0.2583,0.7297,0.663672209,0.16864346,0.167684317
"Female COVID-19 patients had a higher risk of severe dengue than male patients in the main analysis (16.2% vs 10.5%). Pre-existing comorbidities associated with severe disease were diabetes, hypertension, renal disease, pregnancy and cardiovascular disease.",1081,Human,FALSE,34.22,12.5,11.4,16.34,14.4,15.5,14,7.5,13.82,15th and 16th grade,257,35,6.371428571,8,0.0116,0.2517,0.7367,0.64668262,0.187535897,0.165781409
There were no differences in the way Covid affected males and females.,1081,Human,FALSE,76.22,0,5.6,9.85,7.7,10.81,3,7,11.47,6th and 7th grade,70,12,4.916666667,0,0.0364,0.7567,0.2069,0.614380717,0.239818454,0.145800859
Men were entirely immune to Covid until they got cooties from women which is why women were more severely affected Covid than men.,1081,Human,FALSE,65.05,0,9.9,9.99,12.2,8.9,4,14.5,14.42,9th and 10th grade,130,23,4.695652174,0,0.0306,0.4422,0.5272,0.582045734,0.246381223,0.171572998
"Female COVID-19 patients had a higher risk of lost of taste and smell than male patients in the main analysis (16.2% vs 10.5%). Pre-existing comorbidities associated with severe disease were diabetes, hypertension, renal disease, and cardiovascular disease.",1081,Human,FALSE,42.07,11.9,10.4,14.43,12.9,14.06,13,7.5,12.49,11th and 12th grade,257,37,5.972972973,8,0.0135,0.2945,0.692,0.626072407,0.200758412,0.17316924
"Female COVID-19 patients had a higher risk of severe dengue than boy patients in the main analysis (16.2% vs 10.5%). Pre-existing comorbidities associated with severe disease were diabetes, high blood pressure, renal disease, and heart disease.",1081,Human,FALSE,50.84,10.5,9.2,13.38,11.9,14.32,12,6.666666666666667,10.36,9th and 10th grade,244,36,5.805555556,8,0.0117,0.2675,0.7208,0.662461996,0.178869903,0.158668011
"Female COVID-19 patients had a higher risk of severe dengue than male patients in the main analysis (16.2% vs 10.5%). Pre-existing comorbidities associated with severe disease were diabetes, hypertension, cirrhosis, and cardiovascular disease.",1081,Human,FALSE,34.93,12.5,11.1,16.34,14.2,15.67,13,7.166666666666666,14.1,15th and 16th grade,243,33,6.393939394,8,0.0118,0.2542,0.734,0.664808154,0.168810502,0.166381285
"Female COVID-19 patients had a higher risk of severe dengue than male patients in the main analysis (16.2% vs 10.5%). Pre-existing comorbidities associated with severe disease were diabetes, hypertension, renal disease, and vertigo.",1081,Human,FALSE,43.39,11.9,9.9,14.42,12.6,15.67,13,6.833333333333333,12.88,12th and 13th grade,232,33,6.060606061,8,0.0114,0.2409,0.7477,0.659971893,0.177404001,0.162624061
"Female COVID-19 patients had a higher risk of severe complications than male patients in the main analysis (16.2% vs 10.5%). Pre-existing comorbidities associated with severe disease were diabetes, hypertension, renal disease, and cardiovascular disease.",1081,Human,FALSE,26.17,12.5,12.4,17.03,14.9,15.34,14,7.333333333333334,13.93,12th and 13th grade,254,34,6.5,8,0.0122,0.26,0.7278,0.673878491,0.165179729,0.16094175
"Female COVID-19 patients had a higher risk of severe prostate complications than male patients in the main analysis (16.2% vs 10.5%). Pre-existing comorbidities associated with severe disease were diabetes, hypertension, renal disease, and cardiovascular disease.",1081,Human,FALSE,25.76,12.5,12.6,17.32,15.2,15.5,14,7.5,13.82,12th and 13th grade,263,35,6.542857143,8,0.0125,0.2674,0.7201,0.685519397,0.151574701,0.162905961
"Adolescent COVID-19 patients had a higher risk of severe dengue than adult patients in the main analysis (16.2% vs 10.5%). Pre-existing comorbidities associated with severe disease were diabetes, hypertension, renal disease, and cardiovascular disease.",1081,Human,FALSE,34.63,12.5,11.2,16.68,14.6,15.81,13,7.333333333333334,13.93,11th and 12th grade,252,34,6.441176471,8,0.011,0.2264,0.7626,0.68339473,0.154306039,0.162299275
"Female COVID-19 patients had no risk of severe dengue compared to male patients in the main analysis (16.2% vs 10.5%). Pre-existing comorbidities associated with severe disease were diabetes, hypertension, renal disease, and cardiovascular disease.",1081,Human,FALSE,34.63,11.9,11.2,15.99,14,15.34,13,7,12.76,11th and 12th grade,248,34,6.323529412,8,0.0429,0.6369,0.3203,0.670048356,0.158876747,0.171074882
"Male COVID-19 patients had a higher risk of severe dengue than female patients in the main analysis (16.2% vs 10.5%). Pre-existing comorbidities associated with severe disease were diabetes, hypertension, renal disease, and cardiovascular disease.",1081,Human,FALSE,34.63,11.9,11.2,15.81,13.9,15.34,13,7,12.76,11th and 12th grade,247,34,6.294117647,8,0.0113,0.243,0.7457,0.658903599,0.177971721,0.163124636
